recipient_uei,full_addy,recipient_CAGE,recipient_name,recipient_dba,phys_address_01,phys_address_02,phys_address_city,phys_address_st,phys_address_ZIP,phys_address_ZIP2,phys_address_country,phys_address_cong_dist,recipient_url,entity_structure,bus_type_counter,bus_type_string,primary_NAICS,NAICS_code_counter,NAICS_code_string,PSC_code_counter,PSC_code_string,street,city,state,postalcode,lat,long,full_address
CCVRHU8ENM43,2079 E 9TH ST FL 7 NA CLEVELAND OH 44115,367P1,"CUYAHOGA, COUNTY OF",DEPT OF DEVELOPMENT,2079 E 9TH ST FL 7,NA,CLEVELAND,OH,44115,1302,USA,11,https://cuyahogacounty.us/development,2A,0002,12~C7,NA,0000,NA,0000,NA,2079 E 9TH ST FL 7,CLEVELAND,OH,44115,41.5056561,-81.69648947589796,NA
CDEZZSTCZTR5,1900 MAIN ST NA HOUSTON TX 77002,5ARK2,METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY,NA,1900 MAIN ST,NA,HOUSTON,TX,77002,8130,USA,29,NA,2A,0004,12~C7~C8~TW,926120,0001,926120N,0000,NA,1900 MAIN ST,HOUSTON,TX,77002,29.75006645,-95.37078368087144,NA
CEM5D27NXCW5,GOLDEN GATE BRIDGE TOLL PLAZA NA SAN FRANCISCO CA 94129,332N4,"GOLDEN GATE BRIDGE, HIGHWAY & TRANSPORTATION DISTRICT",NA,GOLDEN GATE BRIDGE TOLL PLAZA,NA,SAN FRANCISCO,CA,94129,NA,USA,11,https://www.goldengate.org/,2A,0003,12~MG~TW,NA,0000,NA,0000,NA,GOLDEN GATE BRIDGE TOLL PLAZA,SAN FRANCISCO,CA,94129,37.8073157,-122.475105,NA
CENEB8Q45X65,1220 W VLIET ST NA MILWAUKEE WI 53205,316U2,COUNTY OF MILWAUKEE,MILWAUKEE COUNTY - DHHS,1220 W VLIET ST,NA,MILWAUKEE,WI,53205,2117,USA,04,http://county.milwaukee.gov/BehavioralHealthDivi7762.htm,2A,0002,12~C7,923120,0001,923120N,0000,NA,1220 W VLIET ST,MILWAUKEE,WI,53205,43.0488669,-87.9278795,NA
CESEKWEZ6W15,619 S WHITE ST NA NEW ORLEANS LA 70119,5DLX2,ORLEANS PARISH DISTRICT ATTORNEY,NA,619 S WHITE ST,NA,NEW ORLEANS,LA,70119,7348,USA,02,http://www.orleansda.com,2A,0002,12~C6,922130,0001,922130N,0000,NA,619 S WHITE ST,NEW ORLEANS,LA,70119,29.9623091,-90.0929808,NA
CESYVW5KF783,620 CHERRY ST NA DES MOINES IA 50309,52XX2,DES MOINES REGIONAL TRANSIT AUTHORITY,NA,620 CHERRY ST,NA,DES MOINES,IA,50309,4221,USA,03,NA,2A,0003,12~MG~TW,485113,0001,485113N,0000,NA,620 CHERRY ST,DES MOINES,IA,50309,41.5837114,-93.62453201829142,NA
CF2EABPANJR8,100 S EUCALYPTUS ST NA EL PASO TX 79905,8GV33,"EL PASO TAYS, LP",NA,100 S EUCALYPTUS ST,NA,EL PASO,TX,79905,4081,USA,16,NA,2A,0001,12,NA,0000,NA,0000,NA,100 S EUCALYPTUS ST,EL PASO,TX,79905,31.76719,-106.464874,NA
CF3RNKQKL7J9,100 PEACHTREE ST NW SUITE 2300 ATLANTA GA 30303,5P1G7,ATLANTA BELTLINE INC,NA,100 PEACHTREE ST NW,SUITE 2300,ATLANTA,GA,30303,1906,USA,05,http://www.beltline.org,2A,0002,12~C8,NA,0000,NA,0000,NA,100 PEACHTREE ST NW,ATLANTA,GA,30303,33.7632347,-84.387599,NA
CF7NND3CKGP4,1000 SYCAMORE ST NA CINCINNATI OH 45202,5DWZ4,HAMILTON COUNTY SHERIFF DEPARTMENT,NA,1000 SYCAMORE ST,NA,CINCINNATI,OH,45202,1340,USA,01,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,1000 SYCAMORE ST,CINCINNATI,OH,45202,39.1064519,-84.5085307,NA
CFGRAEJDFQ46,6521 ENOS LN NA BAKERSFIELD CA 93314,6G5L5,RIO BRAVO-GREELEY UNION SCHOOL DISTRICT,NA,6521 ENOS LN,NA,BAKERSFIELD,CA,93314,8721,USA,22,www.rbgusd.k12.ca.us,2A,0001,2F,NA,0000,NA,0000,NA,6521 ENOS LN,BAKERSFIELD,CA,93314,35.325172,-119.252411,NA
CFKKSEBN7N65,1500 PAPPAS ST NA LAREDO TX 78041,39JN3,BORDER REGION MHMR COMMUNITY CENTER,NA,1500 PAPPAS ST,NA,LAREDO,TX,78041,1701,USA,28,www.borderregion.org,2A,0002,12~C7,621420,0004,621112N~621330N~621420N~624120N,0000,NA,1500 PAPPAS ST,LAREDO,TX,78041,27.536497,-99.478348,NA
CFN4JAKNGSK8,4000 E RIVER RD NE NA ROCHESTER MN 55906,1XJ79,CITY OF ROCHESTER MN,ROCHESTER PUBLIC UTILITIES,4000 E RIVER RD NE,NA,ROCHESTER,MN,55906,3414,USA,01,www.rpu.org,2A,0002,12~C8,221122,0004,221111N~221114N~221118N~221122N,0002,S112~S114,4000 E RIVER RD NE,ROCHESTER,MN,55906,44.06272790681574,-92.4586435046592,NA
CFSKQUNGLVX8,100 WASHINGTON ST NA CANAL WINCHESTER OH 43110,8CNZ8,CANAL WINCHESTER LOCAL SCHOOLS,NA,100 WASHINGTON ST,NA,CANAL WINCHESTER,OH,43110,1224,USA,15,www.cwswchools.org,2A,0002,12~H6,NA,0000,NA,0000,NA,100 WASHINGTON ST,CANAL WINCHESTER,OH,43110,39.840836,-82.808967,NA
CFXEZ75TPJ84,825 E 3RD ST NA SAN BERNARDINO CA 92415,57CB6,SAN BERNARDINO COUNTY,NA,825 E 3RD ST,NA,SAN BERNARDINO,CA,92415,1000,USA,33,NA,2A,0003,12~C7~HQ,NA,0000,NA,0000,NA,825 E 3RD ST,SAN BERNARDINO,CA,92415,34.1034774,-117.2688005604954,NA
CG2SZ7HCNV54,1 W WILSON ST NA MADISON WI 53703,3VXW9,STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,NA,1 W WILSON ST,NA,MADISON,WI,53703,3445,USA,02,NA,2A,0001,2F,512250,0001,512250N,0000,NA,1 W WILSON ST,MADISON,WI,53703,43.071848,-89.38174572677568,NA
CG4EJ16FEMD8,17575 PEAK AVE NA MORGAN HILL CA 95037,00377,CITY OF MORGAN HILL,NA,17575 PEAK AVE,NA,MORGAN HILL,CA,95037,4128,USA,18,http://www.morganhill.ca.gov,2A,0002,12~C8,921190,0001,921190N,0000,NA,17575 PEAK AVE,MORGAN HILL,CA,95037,37.125350350000005,-121.66235745467895,NA
CGCDJ24JJLZ1,100 WILLIAM T MORRISSEY BLVD NA DORCHESTER MA 02125,9B961,UNIVERSITY OF MASS AT BOSTON,NA,100 WILLIAM T MORRISSEY BLVD,NA,DORCHESTER,MA,02125,3300,USA,08,http://www.umb.edu,2A,0004,1A~2F~M8~OH,611310,0001,611310N,0002,AF11~AF12,100 WILLIAM T MORRISSEY BLVD,DORCHESTER,MA,02125,42.314079,-71.046781,NA
CGDFXTJZJBG7,4995 E CLINTON WAY NA FRESNO CA 93727,3L8A5,CITY OF FRESNO,NA,4995 E CLINTON WAY,NA,FRESNO,CA,93727,1525,USA,21,http://www.flyfresno.com,2A,0003,12~C8~TR,488119,0002,488119N~488190N,0000,NA,4995 E CLINTON WAY,FRESNO,CA,93727,36.7721611,-119.7293379,NA
CGFDB6KRSLN6,1110 VICTORIA ST STE 401 LAREDO TX 78040,7JXT1,"WEBB, COUNTY OF",NA,1110 VICTORIA ST,STE 401,LAREDO,TX,78040,4428,USA,28,NA,2A,0003,12~C7~UD,NA,0000,NA,0000,NA,1110 VICTORIA ST,LAREDO,TX,78040,27.507955273711943,-99.50673448715206,NA
CGHTH2PPNQP8,6548 ORINOCO AVE NA INDIANAPOLIS IN 46227,5YSF4,PERRY TOWNSHIP SCHOOLS,NA,6548 ORINOCO AVE,NA,INDIANAPOLIS,IN,46227,4820,USA,06,http://www.perryschools.org/,2A,0002,12~H6,NA,0000,NA,0000,NA,6548 ORINOCO AVE,INDIANAPOLIS,IN,46227,39.6715255,-86.13589399173807,NA
CGJAA25W6GZ1,8700 SOUTH KYRENE ROAD NA TEMPE AZ 85284,4C570,KYRENE ELEMENTARY SCHOOL DISTRICT NO. 28,NA,8700 SOUTH KYRENE ROAD,NA,TEMPE,AZ,85284,2108,USA,04,www.kyrene.org,2A,0002,12~H6,NA,0000,NA,0000,NA,8700 SOUTH KYRENE ROAD,TEMPE,AZ,85284,33.33582778823529,-111.94575714117649,NA
CGL2M9KVQTA7,1460 GARDEN ST NA HOBOKEN NJ 07030,59PP2,ELYSIAN CHARTER SCHOOL OF HOBOKEN,NA,1460 GARDEN ST,NA,HOBOKEN,NJ,07030,4594,USA,08,http://www.ecsnj.org,2A,0002,12~H6,NA,0000,NA,0000,NA,1460 GARDEN ST,HOBOKEN,NJ,07030,40.75398251482986,-74.02781848704882,NA
CGUKH9WZ6L53,5917 JUNCTION BLVD NA ELMHURST NY 11373,35BH0,NEW YORK CITY WATER BOARD,NA,5917 JUNCTION BLVD,NA,ELMHURST,NY,11373,5188,USA,06,nyc.gov/waterboard,2A,0002,12~C8,NA,0000,NA,0000,NA,5917 JUNCTION BLVD,ELMHURST,NY,11373,40.7532577,-73.8717546,NA
CGWAKNW9BAD5,300 WEST WASHINGTON ST NA GREENSBORO NC 27401,3J5H9,CITY OF GREENSBORO,NA,300 WEST WASHINGTON ST,NA,GREENSBORO,NC,27401,2624,USA,06,www.greensboro-nc.gov,2A,0003,12~C6~C8,922120,0001,922120N,0000,NA,300 WEST WASHINGTON ST,GREENSBORO,NC,27401,36.07116835,-79.79262965210816,NA
CH65KADW1N29,1720 BRIDGE BLVD SW NA ALBUQUERQUE NM 87105,83J78,ALBUQUERQUE COLLEGIATE CHARTER SCHOOL,NA,1720 BRIDGE BLVD SW,NA,ALBUQUERQUE,NM,87105,3100,USA,02,https://albuquerquecollegiate.org/,2A,0001,2F,NA,0000,NA,0000,NA,1720 BRIDGE BLVD SW,ALBUQUERQUE,NM,87105,35.064952081632654,-106.68200830612244,NA
CH8AWAL3AQG4,320 ROBERT S KERR AVE STE 505 OKLAHOMA CITY OK 73102,4P6Z5,OK COUNTY DISTRICT ATTORNEY,NA,320 ROBERT S KERR AVE,STE 505,OKLAHOMA CITY,OK,73102,3412,USA,05,NA,2A,0002,12~C7,NA,0000,NA,0000,NA,320 ROBERT S KERR AVE,OKLAHOMA CITY,OK,73102,35.46981928935932,-97.5183254652768,NA
CH9XY8AX7BD8,201 N BROADWAY NA ESCONDIDO CA 92025,4ESY5,"ESCONDIDO, CITY OF",NA,201 N BROADWAY,NA,ESCONDIDO,CA,92025,2709,USA,48,NA,2A,0002,12~C8,922120,0001,922120N,0000,NA,201 N BROADWAY,ESCONDIDO,CA,92025,33.1227386,-117.08325121282246,NA
CHN4X8WEEKH1,606 MANITOU AVE NA MANITOU SPRINGS CO 80829,5QA89,CITY OF MANITOU SPRINGS,NA,606 MANITOU AVE,NA,MANITOU SPRINGS,CO,80829,1877,USA,05,https://www.manitouspringsgov.com/,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,606 MANITOU AVE,MANITOU SPRINGS,CO,80829,38.8578686,-104.912830176018,NA
CJ2VKCAXHF44,4650 W SWEETWATER AVE NA GLENDALE AZ 85304,3KFA6,WASHINGTON ELEMENTARY SCHOOL DISTRICT #6,NA,4650 W SWEETWATER AVE,NA,GLENDALE,AZ,85304,1505,USA,08,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,4650 W SWEETWATER AVE,GLENDALE,AZ,85304,33.6035607,-112.185985,NA
CJAAYN7JEPJ4,1900 PICO BLVD NA SANTA MONICA CA 90405,4G3G8,SANTA MONICA COMMUNITY COLLEGE DISTRICT,NA,1900 PICO BLVD,NA,SANTA MONICA,CA,90405,1628,USA,36,NA,2A,0004,12~GW~H6~M8,NA,0000,NA,0000,NA,1900 PICO BLVD,SANTA MONICA,CA,90405,34.018652097799986,-118.47070826091432,NA
CJDUZM23DJM9,455 N GARLAND AVE NA ORLANDO FL 32801,3V8Y6,EAST CENTRAL FLORIDA REGIONAL PLANNING COUNCIL INC,NA,455 N GARLAND AVE,NA,ORLANDO,FL,32801,1518,USA,10,http://www.ecfrpc.org,2A,0003,12~KM~MG,925120,0003,925110N~925120N~926110N,0000,NA,455 N GARLAND AVE,ORLANDO,FL,32801,28.5476159,-81.3819499,NA
CJGNN8VNULJ6,5000 OVERLOOK AVE SW NA WASHINGTON DC 20032,8MEZ4,DC WATER & SEWER AUTHORITY,NA,5000 OVERLOOK AVE SW,NA,WASHINGTON,DC,20032,5212,USA,98,NA,2A,0003,12~C8~ZR,221320,0002,221310N~221320N,0000,NA,5000 OVERLOOK AVE SW,WASHINGTON,DC,20032,38.819362,-77.022137,NA
CJKTT23HNBF6,100 HOWE AVE STE 100 S SACRAMENTO CA 95825,41VV1,"STATE LANDS COMMISSION, CALIFORNIA",NA,100 HOWE AVE,STE 100 S,SACRAMENTO,CA,95825,8202,USA,07,http://www.slc.ca.gov,2A,0001,2F,921190,0005,921190N~924110N~924120N~926120N~926150N,0000,NA,100 HOWE AVE,SACRAMENTO,CA,95825,38.562421,-121.409098,NA
CJMSFF6JS3N1,25 S FRONT ST FL 7 NA COLUMBUS OH 43215,39HT5,EXECUTIVE OFFICE STATE OF OHIO,OHIO DEPT OF HIGHER EDUCATION,25 S FRONT ST FL 7,NA,COLUMBUS,OH,43215,4176,USA,15,www.ohio.gov,2A,0001,2F,NA,0000,NA,0000,NA,25 S FRONT ST FL 7,COLUMBUS,OH,43215,39.9628571,-82.99892868996476,NA
CJUSNTK6HSR1,65 NIAGARA SQ NA BUFFALO NY 14202,5JTP1,BUFFALO SEWER AUTHORITY,NA,65 NIAGARA SQ,NA,BUFFALO,NY,14202,3313,USA,26,https://buffalosewer.org/,2A,0003,12~2F~C8,NA,0000,NA,0000,NA,65 NIAGARA SQ,BUFFALO,NY,14202,42.8867082,-78.879255985177,NA
CK1NVM7BNW29,15055 DEXTER AVE NA DETROIT MI 48238,5PUX7,JOY PREPARATORY ACADEMY,NA,15055 DEXTER AVE,NA,DETROIT,MI,48238,2124,USA,13,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,15055 DEXTER AVE,DETROIT,MI,48238,42.4015809,-83.13614368883651,NA
CK2ZAXE3B1J3,2800 N LINCOLN BLVD STE 200 OKLAHOMA CITY OK 73105,49SM8,"OKLAHOMA, STATE OF",CONSERVATION COMMISSION,2800 N LINCOLN BLVD,STE 200,OKLAHOMA CITY,OK,73105,4201,USA,05,http://www.conservation.ok.gov,2A,0001,2F,NA,0000,NA,0000,NA,2800 N LINCOLN BLVD,OKLAHOMA CITY,OK,73105,35.496859,-97.502473,NA
CK43X4K1HXM6,3120 LEMAY FERRY RD NA SAINT LOUIS MO 63125,5H3F2,MEHLVILLE SCHOOL DISTRICT (INC),NA,3120 LEMAY FERRY RD,NA,SAINT LOUIS,MO,63125,4416,USA,02,NA,2A,0003,2F~M8~OH,NA,0000,NA,0000,NA,3120 LEMAY FERRY RD,SAINT LOUIS,MO,63125,38.514083118828175,-90.3146969861581,NA
CK72K82J13J3,655 W BALTIMORE ST NA BALTIMORE MD 21201,1FQU1,MARYLAND DEPARTMENT OF HEALTH,STATE ANATOMY BOARD,655 W BALTIMORE ST,NA,BALTIMORE,MD,21201,1509,USA,07,NA,2A,0001,2F,923120,0001,923120N,0001,Q201,655 W BALTIMORE ST,BALTIMORE,MD,21201,39.28886895,-76.62555775400588,NA
CKEEE7YL5F95,1401 JOHN F KENNEDY BLVD NA PHILADELPHIA PA 19102,4YXH7,CITY OF PHILADELPHIA,NA,1401 JOHN F KENNEDY BLVD,NA,PHILADELPHIA,PA,19102,1681,USA,03,NA,2A,0004,12~C7~C8~MG,923120,0001,923120N,0000,NA,1401 JOHN F KENNEDY BLVD,PHILADELPHIA,PA,19102,39.95354,-75.164055,NA
CKESW99VJ5X7,1111 SW 2ND AVE NA PORTLAND OR 97204,42CF1,CITY OF PORTLAND,NA,1111 SW 2ND AVE,NA,PORTLAND,OR,97204,3232,USA,01,https://www.portland.gov/police,2A,0002,12~C8,922120,0001,922120N,0000,NA,1111 SW 2ND AVE,PORTLAND,OR,97204,45.5150472,-122.6763714,NA
CKEUAJR5TLR3,3771 EASTWOOD DR NA JACKSON MS 39211,4LXL3,MS DEPT OF ITS,NA,3771 EASTWOOD DR,NA,JACKSON,MS,39211,6381,USA,03,NA,2A,0001,2F,NA,0000,NA,0000,NA,3771 EASTWOOD DR,JACKSON,MS,39211,32.3360374,-90.14472430931332,NA
CKEWKR8JEEG3,1410 RIVERSIDE DRIVE NA JACKSON MS 39202,1M4D0,MISSISSIPPI MILITARY DEPARTMENT,NA,1410 RIVERSIDE DRIVE,NA,JACKSON,MS,39202,1271,USA,03,NA,2A,0001,2F,928110,0001,928110N,0000,NA,1410 RIVERSIDE DRIVE,JACKSON,MS,39202,32.324017,-90.1668403,NA
CKLCS5CFKFP5,2200 N 33RD ST NA LINCOLN NE 68503,0LXP0,NEBRASKA GAME & PARKS COMMISSION,NA,2200 N 33RD ST,NA,LINCOLN,NE,68503,1417,USA,01,NA,2A,0002,2F~KM,921190,0003,541611N~541940N~921190N,0000,NA,2200 N 33RD ST,LINCOLN,NE,68503,40.8346205,-96.6716721,NA
CKLREGJYXPB9,725 W 138TH ST NA CHICAGO IL 60827,4SZG1,VILLAGE OF RIVERDALE P D,NA,725 W 138TH ST,NA,CHICAGO,IL,60827,1651,USA,02,http://www.villageofriverdale.net,2A,0002,12~C6,NA,0000,NA,0000,NA,725 W 138TH ST,CHICAGO,IL,60827,41.6446219,-87.5977438,NA
CL37JKSG8KP2,1135 MISSION RD NA SAN ANTONIO TX 78210,38KH7,POR VIDA INC,NA,1135 MISSION RD,NA,SAN ANTONIO,TX,78210,4505,USA,20,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,1135 MISSION RD,SAN ANTONIO,TX,78210,29.38634681081081,-98.49006983783784,NA
CL8DE9ZXBT45,1 VETERANS DR NA MINNEAPOLIS MN 55417,1NNW9,VETERANS HEALTH ADMINISTRATION,MINNEAPOLIS VA MEDICAL CENTER,1 VETERANS DR,NA,MINNEAPOLIS,MN,55417,2309,USA,05,NA,2A,0004,2R~80~86~NG,NA,0000,NA,0000,NA,1 VETERANS DR,MINNEAPOLIS,MN,55417,44.9030439,-93.20499029107002,NA
CL8JHK1LN291,2000 LAKESHORE DR NA NEW ORLEANS LA 70148,0N2W2,UNIVERSITY OF NEW ORLEANS,NA,2000 LAKESHORE DR,NA,NEW ORLEANS,LA,70148,3520,USA,02,https://www.uno.edu/,2A,0003,2F~M8~OH,611310,0005,541713N~541714N~541715E~541720N~611310N,0000,NA,2000 LAKESHORE DR,NEW ORLEANS,LA,70148,30.030585,-90.063222,NA
CLB3FPZZTMN3,415 N DAKOTA AVE NA SIOUX FALLS SD 57104,53XE0,COUNTY OF MINNEHAHA,NA,415 N DAKOTA AVE,NA,SIOUX FALLS,SD,57104,2475,USA,00,NA,2A,0002,12~C7,921190,0001,921190N,0000,NA,415 N DAKOTA AVE,SIOUX FALLS,SD,57104,43.5518348,-96.7303259,NA
CLBBL3E9HL58,22 S HEALD ST NA WILMINGTON DE 19801,4P3Z1,CITY OF WILMINGTON,NA,22 S HEALD ST,NA,WILMINGTON,DE,19801,5428,USA,00,NA,2A,0003,12~C8~MG,NA,0000,NA,0000,NA,22 S HEALD ST,WILMINGTON,DE,19801,39.733193166666666,-75.54101975,NA
CLFJE6Y9A1A1,1080 MERCEDES ST NA BENBROOK TX 76126,98DN8,CITY OF BENBROOK,BENBROOK POLICE DEPARTMENT,1080 MERCEDES ST,NA,BENBROOK,TX,76126,2741,USA,12,www.benbrook-tx.gov,2A,0003,12~C6~C8,NA,0000,NA,0000,NA,1080 MERCEDES ST,BENBROOK,TX,76126,32.67886544374221,-97.450833711118,NA
CLMENJW83H38,1001 I ST STE 1 SACRAMENTO CA 95814,67FF7,STATE OF CALIFORNIA ENVIRONMENTAL PROTECTION AGENCY,NA,1001 I ST,STE 1,SACRAMENTO,CA,95814,2828,USA,07,http://www.calepa.ca.gov,2A,0001,2F,NA,0000,NA,0000,NA,1001 I ST,SACRAMENTO,CA,95814,38.5815239,-121.4919662,NA
CLN8VY9APLQ5,246 N HIGH ST NA COLUMBUS OH 43215,7E922,OHIO DEPARTMENT OF HEALTH,NA,246 N HIGH ST,NA,COLUMBUS,OH,43215,2406,USA,15,www.odh.ohio.gov,2A,0001,2F,923120,0001,923120N,0000,NA,246 N HIGH ST,COLUMBUS,OH,43215,39.96731636577452,-83.00152165164786,NA
CLNGKNMDA6J9,1900 E WOODROW WILSON AVE NA JACKSON MS 39216,9D1E0,MS DEPARTMENT OF PUBLIC SAFETY,NA,1900 E WOODROW WILSON AVE,NA,JACKSON,MS,39216,5118,USA,03,NA,2A,0003,2F~KM~TW,NA,0000,NA,0000,NA,1900 E WOODROW WILSON AVE,JACKSON,MS,39216,32.326632105527644,-90.16517270351758,NA
CLUST8M9NSP3,1801 SPIELBUSCH AVE NA TOLEDO OH 43604,4FHL8,COUNTY OF LUCAS,NA,1801 SPIELBUSCH AVE,NA,TOLEDO,OH,43604,5333,USA,09,http://commissioners.co.lucas.oh.us/Juvenile/,2A,0002,12~C7,NA,0000,NA,0000,NA,1801 SPIELBUSCH AVE,TOLEDO,OH,43604,41.65783,-83.536645,NA
CM5AN437KJW6,1640 N CORONADO ST NA LOS ANGELES CA 90026,69MS1,LOS ANGELES SECTION 8 CORONADO LOMOD CORP - 2,NA,1640 N CORONADO ST,NA,LOS ANGELES,CA,90026,1453,USA,30,NA,2A,0003,12~8B~C8,NA,0000,NA,0000,NA,1640 N CORONADO ST,LOS ANGELES,CA,90026,34.0793236,-118.2691114,NA
CMBSGK6P7BE1,1111 E BROAD ST NA RICHMOND VA 23219,9AQA1,COMMONWEALTH OF VIRGINIA,STATE OF VIRGINIA,1111 E BROAD ST,NA,RICHMOND,VA,23219,1934,USA,04,NA,2A,0001,2F,NA,0000,NA,0000,NA,1111 E BROAD ST,RICHMOND,VA,23219,37.5392102,-77.43195156044641,NA
CMKLXEA2MND4,401 N WEST ST NA JACKSON MS 39201,5NHA8,MISSISSIPPI DEPARTMENT OF TRANSPORTATION,NA,401 N WEST ST,NA,JACKSON,MS,39201,1010,USA,02,NA,2A,0001,2F,NA,0000,NA,0000,NA,401 N WEST ST,JACKSON,MS,39201,32.303745,-90.183471,NA
CML9R8K6WMR4,612 E BETHANY DR NA ALLEN TX 75002,5FGJ7,ALLEN INDEPENDENT SCHOOL DISTRICT,NA,612 E BETHANY DR,NA,ALLEN,TX,75002,4050,USA,03,NA,2A,0002,12~H6,NA,0000,NA,0000,NA,612 E BETHANY DR,ALLEN,TX,75002,33.08604298979592,-96.66440575510204,NA
CMN8R1TF9LY1,MUNOZ RIVERA AVE SUITE 401 SAN JUAN PR 00918,31AM9,CARIBBEAN FISHERY MANAGEMENT COUNCIL,NA,MUNOZ RIVERA AVE,SUITE 401,SAN JUAN,PR,00918,NA,USA,98,NA,2A,0002,2R~NG,NA,0000,NA,0000,NA,MUNOZ RIVERA AVE,SAN JUAN,PR,00918,18.4314364,-66.0598446,NA
DGJFHVRBPEF3,6 SAINT PAUL ST NA BALTIMORE MD 21202,5J1A3,PUBLIC DEFENDER MARYLAND OFFICE OF,TRANSPORTATION DEPT,6 SAINT PAUL ST,NA,BALTIMORE,MD,21202,6806,USA,07,opd.state.md.us,2A,0001,2F,NA,0000,NA,0000,NA,6 SAINT PAUL ST,BALTIMORE,MD,21202,39.2897503,-76.6141245,NA
DGLLBSK7JLJ4,1 CROSS ST NA BRIDGEPORT CT 06610,5QUK8,GREATER BRIDGEPORT TRANSIT AUTHORITY,NA,1 CROSS ST,NA,BRIDGEPORT,CT,06610,3212,USA,04,http://gogbt.com,2A,0004,12~C6~TW~ZR,485113,0001,485113N,0000,NA,1 CROSS ST,BRIDGEPORT,CT,06610,41.1857248,-73.1601423,NA
DH5DCKJM1VW5,433 W VAN BUREN ST STE 450 CHICAGO IL 60607,5HSF4,CHICAGO METROPOLITAN AGENCY FOR PLANNING,NA,433 W VAN BUREN ST,STE 450,CHICAGO,IL,60607,0434,USA,07,cmap.illinois.gov,2A,0003,12~KM~ZR,925120,0001,925120N,0000,NA,433 W VAN BUREN ST,CHICAGO,IL,60607,41.87670297676935,-87.63853199808538,NA
DHMDFH4RBCQ7,2300 N LINCOLN BLVD NA OKLAHOMA CITY OK 73105,83UV4,ELECTION BOARD STATE OKLAHOMA,NA,2300 N LINCOLN BLVD,NA,OKLAHOMA CITY,OK,73105,4805,USA,05,https://oklahoma.gov/elections.html,2A,0001,2F,NA,0000,NA,0000,NA,2300 N LINCOLN BLVD,OKLAHOMA CITY,OK,73105,35.4986552,-97.5033924,NA
DHPPC4N7ML83,3920 MICKEY GILLEY BLVD NA PASADENA TX 77505,374T9,PASADENA INDEPENDENT SCHOOL DISTRICT,NA,3920 MICKEY GILLEY BLVD,NA,PASADENA,TX,77505,3005,USA,36,https://www1.pasadenaisd.org/,2A,0002,12~H6,NA,0000,NA,0000,NA,3920 MICKEY GILLEY BLVD,PASADENA,TX,77505,29.6497757,-95.1629335,NA
DHQVY2WCVHC5,625 ROBERT ST N NA SAINT PAUL MN 55155,1YBC4,MINNESOTA DEPARTMENT OF HEALTH,NA,625 ROBERT ST N,NA,SAINT PAUL,MN,55155,2538,USA,04,NA,2A,0001,2F,923120,0002,621511N~923120N,0000,NA,625 ROBERT ST N,SAINT PAUL,MN,55155,44.95388065,-93.09805120754456,NA
DHWCF2KK8GF3,3989 RUFFIN RD NA SAN DIEGO CA 92123,3WYP2,COUNTY OF SAN DIEGO HOUSING AUTHORITY,NA,3989 RUFFIN RD,NA,SAN DIEGO,CA,92123,1890,USA,51,www.sdhcd.org,2A,0003,12~8B~C7,NA,0000,NA,0000,NA,3989 RUFFIN RD,SAN DIEGO,CA,92123,32.815575,-117.121542,NA
DJ5CZ47C7RB9,440 N BROAD ST NA PHILADELPHIA PA 19130,37XM6,SCHOOL DISTRICT OF PHILADELPHIA,NA,440 N BROAD ST,NA,PHILADELPHIA,PA,19130,4015,USA,03,http://www.philasd.org,2A,0002,12~H6,NA,0000,NA,0000,NA,440 N BROAD ST,PHILADELPHIA,PA,19130,39.961927146031016,-75.16170909018338,NA
DJ87ZC59JDR6,504 MAYFLOWER ST NA BATON ROUGE LA 70802,365G4,"PUBLIC SAFETY AND CORRECTIONS, LOUISIANA DEPARTMENT OF",NA,504 MAYFLOWER ST,NA,BATON ROUGE,LA,70802,6419,USA,06,NA,2A,0001,2F,922190,0002,813319N~922190N,0000,NA,504 MAYFLOWER ST,BATON ROUGE,LA,70802,30.4406185,-91.18480344756526,NA
DJA1QJQ8NL37,122 W 25TH ST NA CHEYENNE WY 82001,45FF2,STATE OF WYOMING OFFICE OF STATELANDS,NA,122 W 25TH ST,NA,CHEYENNE,WY,82001,3004,USA,00,NA,2A,0001,2F,924120,0001,924120N,0000,NA,122 W 25TH ST,CHEYENNE,WY,82001,41.1409621,-104.82129407919874,NA
DJCAC827X7T3,1601 CHERRY ST NA PHILADELPHIA PA 19102,431U1,PHILADELPHIA CITY OF DEPARTMENT OF HUMAN,NA,1601 CHERRY ST,NA,PHILADELPHIA,PA,19102,1320,USA,03,http://www.phila.gov,2A,0004,12~C6~C7~C8,NA,0000,NA,0000,NA,1601 CHERRY ST,PHILADELPHIA,PA,19102,39.95605505,-75.16692209968437,NA
